model/loaded.txt 19 :	5 5 1 5 1 1 3 3 3 6 1 6 1 5 1 1 1 1 1 1 1 1 1 1 1 5 4 6 2 4 1 1 1 3 3 2 1 3 1 3 1 1 1 1 1 6 3 2 5 1 1 1 2 5 1 1 1 5 1 1 1 6 2 3 2 1 1 6 1 1 1 5 3 1 1 3 6 4 1 3 4 2 1 4 6 1 1 3 6 2 1 4 1 1 2 1 1 2 2 1 
model/loaded.txt 20 :	1 5 3 6 3 6 3 2 1 5 3 1 3 2 4 1 1 1 1 1 4 6 1 1 5 2 3 6 4 2 3 2 1 2 1 3 3 3 5 1 1 1 2 1 1 2 1 1 1 4 4 1 5 5 1 1 1 1 1 1 1 5 4 4 1 1 6 4 4 5 1 3 3 1 2 1 1 1 1 1 1 6 1 3 4 2 2 1 5 4 3 2 3 2 1 3 1 1 2 1 
model/loaded.txt 21 :	5 4 1 1 1 1 2 5 1 2 5 1 1 1 6 1 4 1 1 1 6 2 6 4 1 3 2 1 1 1 3 1 1 4 1 5 1 1 1 4 1 4 2 1 2 1 1 1 3 5 1 1 4 1 1 5 3 1 3 5 6 1 5 1 4 1 3 3 1 5 3 1 5 1 2 1 3 1 2 1 5 5 1 4 1 1 3 1 6 1 1 1 1 1 2 5 2 4 1 5 
model/loaded.txt 22 :	1 2 1 1 1 1 4 1 4 1 4 4 1 1 2 6 2 3 1 6 4 1 1 2 1 1 1 1 6 2 1 3 4 1 6 4 1 1 1 6 4 2 1 1 6 3 4 2 6 1 5 4 3 1 1 2 4 6 6 3 3 1 1 1 2 2 4 1 1 2 2 5 1 6 6 3 1 4 1 5 1 6 4 1 1 3 2 6 2 3 6 5 1 6 2 1 3 1 2 4 
model/loaded.txt 23 :	6 3 1 5 5 1 1 6 1 1 2 2 1 6 1 6 1 3 2 3 1 5 1 4 5 3 6 6 6 1 1 1 1 5 5 2 1 1 5 4 1 1 2 1 5 6 1 1 4 6 3 5 1 3 2 3 4 1 2 1 1 6 3 2 1 1 1 1 1 1 1 6 3 1 4 3 3 1 4 6 2 6 1 3 3 1 1 1 5 4 6 1 1 1 1 4 1 3 4 1 
model/loaded.txt 24 :	1 4 4 1 1 2 1 4 1 1 3 6 1 5 1 1 3 1 3 1 1 4 1 1 1 1 2 1 1 1 6 5 1 3 1 1 1 1 1 4 2 1 1 6 1 4 1 1 5 1 1 1 4 1 6 4 3 2 4 5 6 5 1 2 1 1 1 5 3 4 1 1 1 5 4 4 5 5 1 1 1 5 1 2 4 1 2 1 3 1 2 1 1 1 6 1 1 2 1 2 
model/loaded.txt 25 :	6 6 1 1 2 1 3 1 5 1 1 1 6 1 6 3 4 1 4 1 5 1 4 1 1 5 5 1 3 1 6 3 1 5 3 1 4 2 3 4 4 5 1 1 5 1 1 2 1 1 5 5 2 1 3 2 4 2 1 1 1 1 1 5 1 1 1 1 1 2 3 1 1 2 3 1 1 1 1 1 5 3 3 1 5 2 1 1 6 6 3 2 6 3 3 1 5 1 1 1 
model/loaded.txt 26 :	4 6 3 6 1 5 4 5 3 5 4 2 1 2 3 1 1 1 1 1 4 1 2 6 6 1 6 4 6 1 1 2 3 1 6 6 5 1 1 3 1 1 5 6 6 1 1 4 2 1 6 5 2 1 1 1 3 1 1 1 3 5 2 4 1 1 1 1 1 2 1 1 3 1 2 4 3 1 3 3 6 3 6 3 1 1 2 1 4 5 1 1 1 4 3 1 2 1 5 5 
model/loaded.txt 27 :	1 4 1 1 5 1 1 1 2 6 4 4 1 1 1 1 1 1 1 1 6 2 6 3 2 3 6 1 1 1 4 2 5 4 4 5 2 4 6 1 4 1 1 4 1 2 4 1 1 2 2 1 1 1 3 1 1 1 5 1 1 4 1 1 1 1 1 1 5 1 3 3 1 6 4 2 1 1 3 1 6 6 3 6 3 1 4 1 3 1 1 1 1 4 1 1 1 1 6 6 
model/loaded.txt 28 :	6 3 6 6 6 4 1 1 6 5 1 2 1 6 1 1 1 5 3 1 5 1 1 4 3 1 1 2 1 3 1 1 1 1 1 1 3 4 1 3 1 6 6 6 6 1 6 2 1 1 5 2 6 5 2 1 5 1 2 1 1 1 3 1 3 1 1 1 5 1 6 1 1 1 2 5 2 2 2 1 1 1 1 6 3 1 1 4 1 5 5 1 5 1 1 6 3 2 5 4 
model/loaded.txt 29 :	2 2 2 6 5 3 2 6 4 6 1 3 5 4 1 1 2 4 1 4 1 1 4 1 4 3 4 1 1 2 1 4 4 2 6 1 4 3 1 1 5 1 3 3 4 2 1 1 1 3 1 5 1 1 1 1 5 2 1 1 1 1 1 1 1 1 2 1 1 5 1 1 5 2 2 1 1 6 1 1 1 6 2 6 1 1 5 1 1 1 6 2 2 1 3 1 1 6 1 1 
model/loaded.txt 30 :	2 2 1 4 4 1 1 1 4 1 1 1 5 1 1 1 4 2 5 1 2 4 1 1 1 5 4 1 6 2 4 4 3 2 1 1 1 6 1 6 1 6 1 1 6 1 2 2 1 3 1 1 1 1 1 1 1 6 3 5 1 4 1 2 2 3 1 1 1 1 4 5 6 1 1 3 1 2 6 1 1 1 1 1 1 1 1 1 1 4 2 5 2 1 6 6 1 1 2 5 
model/loaded.txt 31 :	1 3 1 1 1 3 1 6 1 1 1 5 2 1 2 1 5 1 1 1 1 1 4 1 1 2 5 1 1 1 2 6 2 3 6 1 6 4 1 1 6 5 1 1 5 6 1 1 1 1 1 1 1 2 4 1 2 3 3 1 3 1 3 1 5 6 1 1 5 1 3 1 5 1 4 1 1 1 5 3 4 2 5 1 1 4 1 1 1 1 1 1 6 5 5 1 4 1 6 6 
model/loaded.txt 32 :	1 1 1 5 4 6 3 1 2 3 1 4 1 1 6 5 1 1 1 2 2 6 1 3 3 1 1 6 1 6 1 3 1 1 2 1 2 3 1 4 1 1 3 4 4 1 2 2 3 6 3 1 3 2 1 5 1 6 1 5 6 3 2 1 6 1 3 3 6 6 4 3 1 1 1 1 3 6 1 1 1 1 1 1 1 1 5 1 5 4 3 2 1 6 1 3 4 1 1 1 
model/loaded.txt 33 :	2 1 1 1 1 2 1 1 1 4 3 5 3 3 1 1 6 1 3 6 1 4 1 1 1 1 1 1 5 4 6 1 4 1 4 1 1 1 1 1 5 2 1 2 6 1 5 1 1 1 1 1 6 1 4 1 5 5 6 1 1 1 5 2 1 6 1 5 6 5 1 1 6 3 4 1 5 5 1 1 5 1 1 1 6 1 2 6 1 4 4 1 5 6 1 3 5 6 4 6 
model/loaded.txt 34 :	1 1 1 4 1 1 2 6 1 1 1 1 6 1 5 1 1 1 1 1 4 6 2 1 4 1 1 5 2 1 1 3 1 1 1 5 1 1 1 6 3 1 1 6 2 1 1 1 6 1 2 6 1 1 1 1 1 1 1 2 2 5 1 1 4 1 1 2 1 1 1 2 5 1 6 5 4 1 5 1 4 4 2 2 1 6 4 1 1 1 6 3 1 1 1 1 1 2 6 1 
model/loaded.txt 35 :	5 5 3 1 2 3 1 1 6 3 1 1 6 1 1 5 2 2 3 4 1 3 2 2 1 2 1 4 1 6 5 4 1 3 2 1 1 5 1 1 1 1 3 1 2 6 1 2 1 4 6 4 1 1 2 2 1 1 1 1 1 1 4 1 1 1 1 1 1 1 4 1 1 4 1 6 2 1 1 4 5 1 1 1 2 4 4 2 6 4 3 4 1 1 4 3 1 1 1 1 
model/loaded.txt 36 :	1 4 1 3 1 6 1 1 1 1 1 3 3 6 1 5 6 1 1 5 1 1 1 1 6 2 1 2 3 5 1 1 1 4 1 3 1 1 1 1 1 2 4 1 1 1 6 4 5 1 6 1 5 1 5 4 2 5 3 3 3 1 1 3 1 4 1 3 6 1 4 1 1 6 4 1 5 2 1 1 2 1 1 1 1 1 1 1 6 1 3 1 3 1 1 1 1 1 1 2 
model/loaded.txt 37 :	1 1 1 3 3 1 1 2 1 1 1 1 5 1 2 6 1 2 1 1 4 1 3 1 2 1 4 1 5 3 1 2 1 1 3 3 2 1 6 1 3 5 5 1 4 2 4 4 6 1 3 2 5 1 1 1 1 6 1 6 1 1 2 1 1 1 1 1 3 6 1 1 1 1 4 1 5 5 4 2 1 1 1 4 4 5 4 1 1 6 1 1 3 1 1 1 2 2 1 5 
model/loaded.txt 38 :	1 1 2 6 1 2 1 2 1 1 1 1 1 1 6 1 1 1 2 1 1 3 5 4 3 2 1 1 2 6 3 6 6 5 1 2 3 2 2 1 2 1 3 1 4 1 1 1 6 5 1 1 3 3 1 1 6 1 4 2 1 1 1 4 3 3 3 2 2 5 3 1 5 1 3 1 2 3 5 1 6 1 4 3 1 2 1 2 6 1 1 4 3 1 3 2 5 1 1 5 
model/loaded.txt 39 :	4 1 6 5 6 3 6 1 1 3 1 1 6 5 2 1 4 1 4 5 3 4 1 3 1 1 3 1 5 1 5 1 3 1 5 1 3 1 1 5 6 2 5 2 1 2 1 1 1 3 1 3 6 1 2 1 6 2 2 1 3 3 1 6 6 3 6 4 1 4 3 6 3 1 1 1 1 1 1 3 3 1 6 3 1 1 3 4 1 1 6 4 6 2 1 4 1 4 2 1 
model/loaded.txt 40 :	1 3 1 2 6 1 4 1 1 1 1 1 1 4 6 5 1 1 1 5 1 2 1 1 1 6 6 3 4 1 4 6 1 6 1 6 1 1 4 1 6 1 5 1 4 1 3 6 1 1 1 3 1 1 1 1 2 6 5 6 1 1 2 3 4 4 6 4 5 4 1 3 2 2 5 2 1 1 1 3 1 3 1 6 5 3 1 6 1 1 1 1 1 1 4 4 5 1 1 6 
model/loaded.txt 41 :	1 1 5 3 1 1 1 1 2 5 6 3 4 6 1 1 1 1 1 3 6 1 1 1 1 1 6 2 6 1 5 1 5 4 1 4 1 5 6 3 3 3 1 6 1 1 5 4 3 5 1 1 1 1 6 1 1 6 2 4 1 1 5 6 6 6 1 4 3 1 1 1 6 1 1 6 1 1 2 6 6 2 1 1 5 5 3 6 3 1 3 5 1 1 6 1 2 6 1 2 
model/loaded.txt 42 :	1 1 6 1 2 1 1 1 1 5 1 1 1 6 6 1 1 1 1 1 3 1 2 1 4 4 3 1 6 1 1 1 1 1 1 5 5 3 4 6 4 2 1 6 1 1 3 1 2 5 1 6 4 4 1 4 5 1 1 1 5 6 2 1 1 1 1 6 3 6 4 1 2 1 1 1 4 1 1 6 6 1 1 1 4 3 1 1 1 3 1 1 1 6 1 1 1 3 4 1 
model/loaded.txt 43 :	3 1 1 5 4 4 3 1 1 2 1 1 1 2 3 5 3 1 5 5 3 2 1 5 1 3 3 1 4 1 1 5 6 3 4 5 4 1 5 3 2 1 4 1 1 6 1 6 1 3 1 3 1 6 2 1 1 1 5 6 1 1 1 2 2 2 1 5 3 4 6 2 5 1 2 3 1 2 1 1 1 1 1 4 1 1 1 1 1 5 6 1 6 3 6 3 1 1 5 5 
model/loaded.txt 44 :	6 3 2 5 2 3 4 1 1 1 1 1 1 4 4 1 1 1 1 1 1 4 1 1 1 1 1 3 1 5 3 4 1 1 1 1 1 1 6 1 1 6 6 6 6 1 1 4 1 1 5 1 1 1 3 2 1 1 2 1 5 1 2 1 1 1 1 4 1 1 3 3 1 2 2 1 1 3 1 1 1 1 4 1 5 1 1 1 1 5 1 1 2 3 5 1 6 2 6 1 
model/loaded.txt 45 :	1 2 6 3 1 6 5 1 6 1 1 1 2 6 3 1 1 1 1 1 1 5 2 1 5 5 1 1 3 1 1 4 2 2 1 6 4 1 2 5 6 5 4 4 1 4 1 4 1 2 2 6 1 2 5 2 4 2 5 1 1 1 1 2 5 2 5 6 6 1 5 1 4 1 1 1 3 1 1 3 1 1 1 5 1 1 2 4 3 1 3 3 4 1 2 4 1 1 5 1 
model/loaded.txt 46 :	4 1 5 6 6 1 4 3 4 3 6 1 4 6 1 1 1 4 5 1 6 4 2 6 1 1 1 1 2 1 4 1 1 1 1 1 1 2 1 1 1 6 1 1 1 1 3 4 6 4 2 2 1 6 2 2 6 1 1 5 5 1 5 1 4 1 1 2 1 1 2 1 5 1 6 1 2 6 1 1 5 1 6 3 1 4 1 6 1 1 4 1 6 5 5 3 1 3 2 3 
model/loaded.txt 47 :	1 1 1 1 5 5 1 5 6 3 6 1 5 1 2 1 4 1 3 1 1 1 2 2 3 1 1 1 2 1 1 4 1 3 3 3 5 1 4 1 1 1 4 1 1 1 1 2 1 3 1 1 1 4 4 1 1 1 5 1 5 1 1 3 3 3 1 1 1 1 4 1 1 1 3 1 1 1 4 1 1 2 2 1 1 3 1 1 2 1 4 1 1 1 1 1 5 4 5 1 
model/loaded.txt 48 :	1 2 1 2 1 2 3 1 4 1 5 2 1 1 6 1 1 5 1 1 1 2 1 1 1 3 6 1 1 1 1 5 2 5 1 1 5 5 1 5 1 1 4 1 3 4 2 4 3 1 1 3 1 5 1 6 1 2 3 4 1 2 1 3 4 5 3 3 1 1 1 1 1 1 5 3 5 1 1 1 5 3 1 2 2 1 6 2 1 1 4 1 2 1 1 1 1 5 4 4 
model/loaded.txt 49 :	1 3 1 5 1 1 2 1 1 5 5 1 2 1 1 3 3 4 1 5 1 4 1 4 1 1 4 6 1 1 6 3 1 1 4 1 1 4 3 4 5 1 1 1 1 1 1 1 2 6 1 5 1 6 1 1 1 1 1 4 3 1 5 4 2 1 3 1 1 5 1 6 1 2 1 3 2 1 1 6 6 1 1 2 2 2 1 1 1 1 1 1 1 4 1 1 1 1 2 1 
model/loaded.txt 50 :	5 1 4 4 3 1 3 1 3 1 1 3 3 1 1 1 1 5 1 6 3 5 1 1 1 1 1 5 2 2 1 1 6 1 1 5 1 3 4 2 1 1 6 5 2 1 3 1 1 1 4 5 1 2 2 1 6 5 1 6 5 2 3 1 1 1 1 2 6 4 1 1 4 2 1 1 5 6 3 5 5 1 2 1 6 4 1 3 1 5 1 2 2 6 1 1 1 3 4 2 
model/loaded.txt 51 :	1 4 2 6 1 6 5 1 1 1 3 1 6 1 1 5 5 6 5 5 1 4 1 6 6 1 3 1 1 1 1 1 1 1 1 1 2 1 1 4 1 2 1 1 1 1 5 5 4 1 1 5 1 1 4 1 1 5 4 3 1 1 3 6 1 1 4 1 1 5 4 6 1 1 1 1 5 1 1 5 1 1 1 3 4 5 1 1 6 4 5 1 1 5 1 1 4 1 1 3 
model/loaded.txt 52 :	1 1 1 1 1 1 4 5 1 6 1 1 1 1 6 1 1 6 1 1 1 4 6 3 1 3 6 4 5 3 4 1 5 3 1 1 4 1 1 3 3 3 1 3 1 1 1 3 1 1 6 1 3 2 5 5 1 5 1 5 1 1 1 4 6 4 2 1 6 1 3 5 4 4 1 6 1 1 6 1 1 2 4 5 4 4 4 1 5 5 4 1 6 1 1 4 2 3 1 2 
model/loaded.txt 53 :	1 5 1 1 1 5 2 5 6 6 1 1 4 4 1 1 4 1 6 1 1 6 2 1 3 1 1 1 3 6 2 1 6 5 1 1 6 6 3 1 3 5 2 1 5 2 1 2 3 1 1 1 1 1 1 5 1 4 1 4 1 1 4 1 4 2 1 3 1 5 1 2 1 3 1 4 2 1 6 1 4 1 6 1 1 1 1 1 6 1 6 1 1 6 2 1 2 4 1 1 
model/loaded.txt 54 :	1 2 1 2 1 5 4 5 1 1 1 6 5 4 4 4 4 4 1 1 5 5 2 1 3 1 4 3 3 1 1 1 1 2 1 1 5 5 6 1 6 1 1 1 1 4 6 2 1 1 1 1 2 4 4 1 1 1 4 1 3 5 1 5 1 1 1 1 1 1 5 5 6 2 1 1 4 6 4 1 5 1 1 1 1 1 6 2 2 1 5 5 1 1 2 5 5 2 3 1 
model/loaded.txt 55 :	1 4 1 4 1 3 6 5 1 4 3 5 1 1 1 1 1 4 1 2 2 1 5 6 3 4 5 1 2 1 4 1 4 1 6 6 6 5 1 1 1 4 1 3 2 5 5 6 2 6 1 1 4 1 4 5 4 1 1 6 3 1 5 6 1 1 1 6 5 5 1 4 1 5 6 1 4 1 1 1 2 1 1 6 3 1 5 6 1 1 1 4 4 5 1 3 1 3 1 1 
model/loaded.txt 56 :	1 1 1 6 1 3 6 4 4 1 1 3 1 1 1 1 1 3 1 6 1 5 2 1 4 1 1 1 1 3 5 1 1 1 6 1 6 1 2 1 1 1 2 2 1 6 1 3 2 5 4 1 1 1 1 1 1 3 1 1 4 2 2 5 4 5 6 1 1 3 1 1 5 4 5 5 1 6 2 1 5 1 2 5 3 6 1 2 4 1 5 1 1 4 1 1 1 5 6 6 
model/loaded.txt 57 :	2 1 1 4 1 1 6 4 1 4 4 5 1 1 2 1 3 1 1 6 4 4 1 1 4 1 1 5 5 5 3 1 1 1 2 1 1 1 6 1 4 5 1 2 1 1 1 2 5 1 1 6 1 1 1 2 1 6 3 5 1 1 1 1 2 1 1 1 6 1 5 6 2 1 1 1 1 1 1 1 1 3 5 2 1 3 2 4 6 5 1 3 1 1 5 1 5 1 2 1 
model/loaded.txt 58 :	1 3 1 5 1 1 1 3 3 5 6 1 1 1 5 6 2 1 6 1 4 1 4 2 1 6 3 2 4 1 6 6 1 1 3 2 1 2 1 1 2 2 2 1 6 1 1 1 3 5 1 5 1 1 3 3 1 4 1 1 1 1 5 1 3 2 1 1 1 3 1 5 1 3 6 6 3 1 5 4 2 1 2 1 1 5 6 1 6 1 6 6 1 3 4 1 1 6 1 5 
model/loaded.txt 59 :	1 6 1 1 6 5 4 1 3 1 1 1 3 2 1 6 1 1 1 1 5 1 1 3 3 1 1 1 5 3 1 4 1 1 1 1 2 1 5 4 1 1 6 6 1 1 1 1 2 1 1 1 5 1 2 4 6 1 2 2 2 1 3 6 2 1 1 2 5 3 2 1 5 5 1 5 5 1 1 1 6 2 3 1 5 3 4 1 4 5 5 1 1 4 3 1 2 2 1 1 
model/loaded.txt 60 :	1 1 1 1 1 1 1 3 5 1 1 5 2 2 1 1 1 6 1 1 3 1 1 1 2 5 1 2 4 1 1 1 2 5 5 2 1 4 6 1 5 6 3 2 1 2 1 1 3 1 1 2 1 2 1 4 1 2 6 1 1 4 1 6 2 2 3 5 1 2 1 1 1 3 4 2 1 6 1 1 2 1 4 1 2 6 6 2 6 1 1 1 6 1 6 6 1 5 2 1 
model/loaded.txt 61 :	4 1 1 5 1 1 4 5 2 1 4 1 6 1 5 1 4 1 1 1 3 3 3 2 1 6 5 1 1 1 2 4 1 4 4 6 6 1 2 2 2 6 4 1 1 5 1 6 1 4 4 1 4 6 1 6 6 6 3 1 5 1 4 4 1 1 6 2 2 1 4 1 4 1 4 4 3 1 2 5 1 4 1 1 2 6 3 1 1 6 5 3 1 3 5 6 1 1 4 1 
model/loaded.txt 62 :	1 2 1 3 2 4 1 3 1 1 1 3 5 2 3 1 1 6 1 3 6 6 1 1 6 2 5 3 5 1 1 3 4 1 1 6 6 3 5 1 4 1 4 4 2 1 1 1 1 1 5 2 1 4 1 1 1 1 1 1 4 1 1 4 1 1 1 1 1 1 1 1 5 1 5 1 3 3 2 1 1 3 1 1 1 5 1 2 1 3 1 1 1 6 1 1 5 6 1 5 
model/loaded.txt 63 :	1 1 2 1 1 1 1 1 1 5 1 1 4 1 2 3 1 6 6 3 4 1 6 1 1 4 1 1 1 2 5 2 1 1 4 6 1 1 4 1 1 6 1 5 3 1 4 3 5 1 1 1 1 4 1 1 2 6 2 1 6 2 5 1 4 1 1 1 1 1 1 6 2 1 2 2 1 6 3 1 3 1 1 1 5 5 4 1 1 4 1 1 1 1 3 1 1 5 1 1 
model/loaded.txt 64 :	1 1 5 5 6 1 1 1 1 1 5 5 5 1 2 1 6 1 1 1 1 3 1 1 1 2 1 5 6 1 1 1 1 1 1 2 1 2 5 3 4 1 2 1 1 4 6 3 2 1 6 6 3 1 6 1 6 2 3 2 1 4 1 2 2 5 4 1 2 3 1 5 1 1 1 5 1 1 1 5 1 1 5 1 1 1 5 5 4 2 6 3 2 2 3 3 5 1 5 1 
